tweet_id,text,favorite_count
1796688151659823328',Losers become winners by trying again.,7337
1796635312073875796',"The rocky cut scene takes 3min in the movie but takes 3 years in real life.

Expectations < Reality",2195
1796590686617444627',"People wildly underestimate the value of turning down meetings and introductions when you already know what you need to do. 

You’re either fact finding to figure out what to do. 

Or you’re doing it.

You lose money everywhere in between.",1229
1796537270268571827',"Most people know exactly what to do to reach their goals. 

The problem isn’t a lack of information. 
It’s a lack of execution. 

You get more done by starting than spending half your day deciding where you’re gonna start.",3647
1796241471630184896',"I don’t believe in wishing ill upon competitors. But I do believe in working for so much good fortune upon myself that whatever good fortune they achieve looks like ill will in comparison.

It’s rare that you ever “beat” someone. You just win so big their win looks irrelevant.",1170
1796198705512566937',It’s better to fear being normal than to fear being hated by normal people.,3030
1796139889156845751',"If you build a business right, you don’t have to build it again.
Which means taking your time is often the fastest way to get what you want.
It takes what it takes.",2617
1796000594907312623',"The more successful you become the less relatable you become to the friends you started with. 

They say you changed.
You know you grew.",4607
1795880937554874453',"Winners try everything they can to prove it’ll work for them while losers give every excuse they can for why it’ll never work for them.

And both end up being right.",2633
1795851421495034234',"Marathons and making money are similar. 

More people cheer you on to start then cheer you on to finish.

Everyone likes the idea of you trying, just not of you succeeding.",1739
1795798425318891628',"At first, you avoid hard fights.

Then, you get used to hard fights. 

Finally, you start looking for hard fights.

Warriors need wars.",5736
1795459395016646697',"It takes victims years to realize that even if they make it someone else’s fault, it’s still their problem.",2666
1795119933346443341',Cheers to everyone working today to drag their dreams into reality. ✊🏽,6561
1795114845341098229',"I’ve said before that hate comes from below. And I don’t think that’s entirely true. 

It comes from anyone you’re a threat to.

And most times - that’s below you.

But as you’re on the come up - it can be people a step or two ahead.",1366
1795083625634963940',"If you’re struggling to collect more cash up front with your sales, try this:

1) make a guarantee contingent on prepayment 
2) add bonuses only for pre payers
3) offer prepayment discounts

All three have worked a trick in different scenarios. Use if useful.",1186
1794895882145636560',"Everyone wants some complex business strategy…but you can beat 99% of people by just doing exactly what you said you were gonna do, the way you said you’d do it, by the time you said you’d have it done by.

Which is also much more difficult than it sounds.",2513
1794846494790689215',"Society supports the pursuit of wealth but not the attainment of it.

Society likes to see people try, but hates to see them succeed.",2397
1794837205522801093',"No one cares what you’ve done, just what you can do for them.",2681
1794738919478907229',People who obsess about happiness usually aren’t.,1728
1794394334311444669',"We always trade what we have for what we want.

Just have to make sure once you have what you wanted, you don’t want back what you gave for it.

Youth, family, health, and time don’t give refunds.",1607
1794362542997065734',"I promise you, your life will change if you spend the first hour of your day preparing for everything else you do for the day.",5172
1794110475354911025',"You can measure how well you’re doing by the amount of people who tell you it was luck, it was given to you, or you cheated.",1737
1794058211760226767',"If a metric you track changes, and it doesn’t change what you do. 

You shouldn’t track it anymore.",990
1793987667635704166',"Everyone wants to do big shit. 
But no one wants to pay the price of doing big shit.",2942
1793698424354930855',The only people who hate on you are the ones you are a threat to.,2247
1793677118511210644',"Underrated “10x Your Money” hack:

It’s easier to learn how to get 10:1 returns on advertising for a year than investing at 26% returns for 10 years.",1136
1793639740396470753',When you trade freedom for money you trade the goal for the way.,1469
1793263163934388613',"The best time to start something is when things are hard and inconvenient.

Otherwise, when things get hard and inconvenient in the future, you’ll assume that’s a reason you can stop.",2766
1793002476905570571',"Every success story looks improbable until they become inevitable.

The only thing that separates the two is time (and how many people you lose along the way.)",1772
1792947727619571949',"If all decision makers are present, make the decision.",1562
1792647120379376046',"When you’re a child it’s cool to be cruel.

When you’re an adult it’s cool to be kind.

And how fast you figure that out, dictates how mature you are.

With some people never figuring it out and staying kids forever.",1942
1792587042808816043',"You just have to be willing to look like an idiot while you figure it out.

Because once you figure it out, everyone else looks like an idiot for doubting you.",7905
1791542883897741788',"History won’t remember how you dressed, what you looked like, what neighborhood you were born in.

It’ll only remember if you won.

And that’s because you’re the one who will tell the story.",2563
1791501121657467142',"You don’t win by beating people.

You win by growing into your potential and shrinking them into irrelevance by comparison.",4245
1791454429839044755',"You’re not bad at it. 
You just haven’t done it enough times.",5254
1791182012864426270',"You don’t have to be rich to sell to the rich.

But if you do, you don’t stay not rich for long.",2128
1790878626017116251',You can always quit tomorrow. - old Dutch saying,2410
1790749678109336019',"Either they make your life better or they don’t get to be in it.

No exceptions.",4921
1790389364939440332',"Criticism points out a difference between a goal and reality.

An insult applies a judgment on the difference.",1225
1790361191107437016',The reason advanced people make it look easy is that you can’t see a decade of consistency in a snapshot.,3209
1790176497145172156',"People ask you to apologize when you hold up a mirror and they don’t like what they see.

The truth can hurt. But it doesn’t make it any less true.",1473
1790129941897531809',"The fewer opinions you have about the world, the more time you can devote to changing it.",1291
1790078355548631334',"Rather than promising yourself you’ll start tomorrow, it’s far more useful to promise yourself you’ll quit tomorrow.

And like the person who never starts, let tomorrow always stay one day away.",1622
1790035586062954601',"Contrary to the “everyone is worthy” “participation trophy” advocates:

You aren’t special for being born you. But you can become special for what you choose to do.",1010
1789986504221028574',"You either grow into your potential or you keep living the same six months over and over again. 

The difference is how many hard conversations you’re willing to have and how fast you have them once you realize you need to.",6226
1789790057915707814',"Youth
Free time
Money

Pick two.",3020
1789762190729498737',"The only person in your life forever is you.

Prioritize who you do stuff for accordingly.",3297
1789692398450450545',"Whenever you compare yourself to older people ahead of you remember…they have 30+ years on you.

But at the same time remember…you’ve got 30+ years on them to catch up.

The game isn’t about beating others, it’s about outlasting them.",1829
1789666729972641916',"People don’t lack information, they lack priorities.",2771
1789396880255783289',"No one cares about what you’ve done. 
They care about what you can do for them.",3652
1789314753669763266',"More people are afraid of short term discomfort than long term regret.

This makes them easy to beat.",4616
1789021261122990225',"For years, I had a bad habit of talking shit.

I broke it with one rule: 

I let myself say whatever I wanted behind someone’s back, as long as I said it to their face first.

That rule improved some relationships and ended others.

But everyone knew where they stood with me.",2395
1788954733979553802',"The sooner you accept that everything is your fault, the sooner you can do something about it.",7659
1788765147739341174',Your first business isn’t where you get rich…it’s where you get good.,5098
1788709348908138796',"Pricing is the single strongest lever on profit in a business.

And yet - 95% of business owners look at what everyone else is charging, take the average, make that their price and never think about it again.

The problem is - the business owners they’re copying are broke too.",1301
1788675970419102063',"Making content doesn’t work for most people because they:

1) Talk about shit they haven’t done
2) Don’t provide value (even tho they think they do)
3) Dont know how to manage a team to hit volume
4) Dont use the platforms they post on & look tone deaf
5) Quit 4 wks in

The end.",1585
1788598492627452135',"The cost of settling is higher than the price of ambition.

You just pay it later.",4701
1788556195625902502',"If you’re not where you wanna be in life:

Find people who are.

Do everything they did.

Assume it will take longer and be harder for you than it was for them.",4408
1788355129655382464',"For the love of god, if you reach out to a stranger…no matter what happens…you always come out better than before. 

You either get the yes. (Win)

Or

You get the free experience (also a win)

So you always end up better.

Don’t let fear fool you.

Action increases assets.",3409
1788256873407455534',"Either your business grows, or you do.",2614
1788207694475854096',You’d be amazed how much smarter you can look with 20min of preparation.,4167
1787944807392047607',"Having a great partner is worth its weight in gold.

We underestimate the value of trust because most partners never really have it.",1864
1787913751158755671',"What makes you extraordinary isn’t what you’re willing to do, but how long you’re willing to do it for.",3373
1787842021690057181',Beware of people who waste their time because they’ll have even less of a problem wasting yours.,2531
1787837546610958394',"If you want to make more money, four levers to look at immediately:

1) get more eyeballs
2) convert more eyeballs
3) raise prices
4) get people to buy more times",2252
1787501490791465035',"It’s easier to use willpower to set up your conditions once to make the desired action inevitable than use up your willpower everyday to do that one thing.

Stack the conditions that make success inevitable and save your willpower for the conditions outside of your control.",1358
1787450424632680502',"To beat the majority of people today you just have to not quit after your first minor inconvenience. 

I’m not saying that’s remarkable at all. 

I’m saying that’s how bad the competition is.

The only people easier to beat are the ones who quit before they try.",3097
1787245122423586879',It’s never been easier to win than it is now. And people aren’t winning because there’s never been more weak people than there is right now.,3632
1787159117083091167',"How to never run out of ideas for making content:

Never stop doing stuff.",1953
1787141065390367169',"If they don’t have what you want, don’t do what they did.",2671
1787100107495932343',You’re not missing out on anything besides the lives your ‘kind of friends’ have that you already don’t want.,1819
1787038318036652295',Losers change their goals because they’re too lazy to change themselves.,4151
1786887057597518076',"You can have hard conversations and grow or you can keep living the same six months over and over for the rest of your life.

That’s why growth is painful. It sucks hurting people you care about.

But the alternative is never realizing your potential which hurts the most.",2891
1786810541744296424',The biggest difference between experts and beginners is how much they prepare.,2179
1786779429957419219',"People will think you have incredible work ethic if you simply do whatever they suck at enough times that you get good. And once you’re good at it, you’ll like it. And you’ll do it all the time. But it’s not work ethic. You just do what you like. And it just happens money.",1737
1786446930945450397',"Advice to my younger self:

You’ll never achieve something so big you never get hurt again.",2413
1786411043796689300',"Pain always gets smaller with time.

What makes or breaks you, is what you do in the meantime.

What you do, and can keep doing, despite how much it hurts.",2056
1786373849543541036',"People lack self-confidence not because they have magical problem that needs fixing, they lack it because they don’t do anything.",2318
1786006634378023017',"Cheat codes at 34 I wish I knew at 24:

Anything worth doing takes a lot longer than you think. And until you work for 1000 hours on one project, you don’t begin to know how much work it takes to make something great. And, as a result, how few things you can really make.",6001
1785777518332563633',"The number one job of the CEO is prioritization.

It’s easy to say what you should do.
It’s hard to say what you will do.
It’s hardest to say what you won’t do.

Limited resources. 
Limitless opportunities.

Strategy bridges the gap.",1880
1785727183052247448',"If you are gonna sell info, don’t think “seconds of value” think “value per second.”

It’s not about the total value. 
It’s about the value density.

The number one thing people don’t need is more. They want better.",1205
1785695730386010343',"Everyone who gives you a shoulder to cry on to make you feel ‘worthy’ - has already made it - or - never thinks you will. And are trying to console you and get you to change your goal rather than changing yourself.

Just win.

You can rewrite your story later.",1011
1785662616037450151',People change their goals because they’re too afraid to change themselves.,3606
1785652215837057265',"Over the years I’ve trained a useful mental response to people who doubt, hate, or generally cause problems:

I think… “just win”

It redirects my focus from thinking about it (their goal) to taking action on (my goals). 

And, in so doing, transforms their weapon into a gift.",1292
1785515020278988945',"You can tell how good someone is at their job by the number of things they track, how they make the business more money, and their ability to change them.",1514
1785457370921083115',"Simple hack for getting good at anything:

Do it 1000 times before complaining that it’s hard.",4822
1785426412431962225',"How to build an amazing brand in a nutshell:

1) Figure out what everyone else charges for
2) Make it better
3) Make it free

(…and monetize another way)",1923
1785331461006229808',"You can beat 99% of people by

…preparing the night before
…showing up early
…leaving only when the job is done right
…remembering peoples names
…following up
…improving one thing each time

It’s not about being fancy. Doing the basics every time is what makes you advanced.",9824
1785269162987680251',"Poor people are impressed by the things you can buy.

Wealthy people are impressed by the things you can do.",3246
1785082434750722556',"If you want to impress poor people, outspend them. 

If you want to impress rich people, outwork them.",4710
1785048957049000327',"If you’re poor, it makes sense to buy a suit and pretend you have money. 

If youre rich, it makes sense to hide your wealth and look like an everyday guy.

“When youre strong, appear weak.
When youre weak, appear strong.”
-Sun Tzu

There’s 0 advantage to being accurately judged.",7808
1784970957955723563',"My goal has always been to work so hard that a competitor would look at what I do and say: “I completely understand how he’s winning - and - I’m not willing to sacrifice that much.”

Good. You don’t have to. Your lifestyle is my opportunity.",3325
1784908089939923300',"What do you get the person who can buy whatever they want?

Answer: More money.",635
1784769625508413530',Only a fool criticizes the stupidity of others while also seeking their approval.,1776
1784730615444652101',"How to waste your time:

Give advice to people who aren’t asking for it.

How to waste other people’s time:

Ask for advice, then, don’t follow it.",2948
1784696642823717186',"How to waste your life:

Try to help people who don’t want help.",5642
1784648827460366608',"Most people never start making money because they can’t even admit that they suck. 

They stay stuck in the delusion that they somehow have an amazing product that no one wants and no one talks about.

If you were the best, you’d be making money.

So. You’re not. Now work.",1843
1784607221613199567',"You can tell how poor someone is by the number of people they blame when things go wrong.

The higher the number the lower their bank account.",3606
1784574626917699980',"The best way to beat inflation is to beat the competition.

Money will always chase the best, no matter the currency, no matter the price.

And that is 100% under your control.",2146
1784398069028790486',You’re not overwhelming people with value…you’re just overwhelming them.,1432
1783927294291284199',"How brand translates to profits:

Having a strong brand allows you to convert a higher percentage of customers at higher prices and pay better people less money to deliver.

This means higher ROAS, higher LTV, higher gross margins, and higher net profit.

The goal.",1266
1783835987594149958',"I have a diamond. 
My diamond is worth $1000.
I ask you to borrow $300.

You ask for interest on the $300 - and if I don’t repay it - you get to keep my diamond.

People are upset that this “escapes the tax system” but they forget the key part of loans…you have to pay them back.",840
1783535331247378550',"A cool moment with my father:

“You used to be talk Dr Hormozi‘s son and now I am Alex’s father and I’m very proud of that.”",3135
1783487301068480880',Taxing people on unrealized capital gains is like asking people to pay income tax before they get their paycheck.,4494
1783479550841864218',People change their plans when they haven’t even executed it right to begin with.,1731
1783274943968588238',You can measure the skill of an entrepreneur by the gap between when they fail and when they try again.,2908
1783223192300953977',"You’re completely justified in saying no to every big opportunity.

It’s just that - you still might be wrong.

Because you buy what it might become tomorrow. 

Rather than what it is today.",861
1783183564743532941',"That’s the thing about opportunity.
It looks like risk when it’s an opportunity.
And by the time it’s risk free, it’s not an opportunity anymore.",4984
1783119214573916468',"Students are making $70k-80k per year selling restaurant reservations on the side.

The bar for making money has never been easier.",1888
1782773871730647289',Most guys would rather look hard than try hard.,1988
1782739029315969099',More people are interested in looking like they’re trying hard than actually trying hard.,3063
1782608566454812695',"If you want to beat your competitors, start by doing the work none of them are willing to do.",4072
1782539513094652308',"My three laws of advertising:

1) Anything is better than nothing.
2) Some things work better than others.
3) Nothing works forever.",2024
1782507208741405065',"If I could have only one advantage over a competitors’ business - it would be speed.

Netflix won by getting you watching faster. 
Google won by finding what you were looking for faster. 
Amazon won by getting you your stuff faster.

But if I had only one advantage over the competitor themselves - it would be patience.

Reed Hastings (Netflix) started in physical DVDs knowing he’d eventually be an internet streaming business day 1. It took 9 years for the vision to happen.

Page & Brin started when there were 20 other search engines, but believed they’d still win by being better over time - and they did.

Jeff Bezos was laughed at for 9 years of having no profit and losing money before even a dollar of profit was made. 

They were all willing to keep working without a loss of enthusiasm as though losing was impossible.

And that’s how they they won. 
Short term speed. Long term patience.",1996
1782477061128327640',"Success and failure are on the same road.

Failure is just an earlier exit.",3386
1782405918346690598',"We are the stock we are investing in.

We pay in time.

We get paid in skills.

We buy more stock everyday and can never sell.

And whether our stock rises or falls depends on how much time we pay for the skills we get.",1946
1782157412402704601',"Putting a lot of energy into a project, having big expectations, only to have it fail, is gut wrenching.

It’s also what everyday of entrepreneurship is like.",2300
1782123435818094779',"Losing always sucks. It always stings and never dulls.

You just get better at compressing the time between when you lose and when you try again.

Whereas most people, never try again at all.",2243
1782086307227033613',"The best entrepreneurs have the strongest ""shake it off and try again"" muscles.

They get the most repetitions on the way to figuring it out.",3486
1781846378429477144',The best way to retain a customer is to sell them something else.,1956
1781686011279659123',"The moments that change your life are the moments that push you to the edge. 

The moments where you find out what you’re made of and how hard you can truly work.",3166
1781321882161348959',"Every new domain I enter, I keep digging to find the secret to success until I eventually discover it’s just a shitload of work..as always.

Then my bar gets reset for how much “a lot of work” is in the new domain.

Then, I work way more.

Then everything gets better really fast.",2240
1780927784971653407',"If you wanna win big, you’re not gonna have it all:

You’ll start earlier
End later
Work weekends
Skip beers w the boys
Miss a dance recital

Everything has a price.

You make a trade.

The thing you want less for the thing you want most.

Only you can pick which trade to make.",4136
1780782624098885831',"If you’re tired of being out of shape realize how lame it is that you literally suffer because you can’t control what you put in your mouth.

Like a baby.",4044
1780724224862134776',"Netflix, door dash, and true crime podcasts have stolen more dreams than failure ever will.",7811
1780696533731876987',I would like to go on record saying that remembering someone’s “special dates” has absolutely nothing to do with how much you like them.,1393
1780632378265800738',"The whole “must be nice” saying is a lie. 

Anyone who’s ahead of you works like they’re coming from behind, because they are.

They’re just working double time behind someone even bigger.",1286
1780594420175548521',"Starting a 21 day summer cut. 

All I’m doing:

Meal 1: 42g protein shake + 21g protein bar. 
480 cals

Meal 2 & 3: 1lb 93/7 turkey + hot sauce. 90g protein. 800 calories (x2)

Training daily: lift & strongman cardio

I weigh 220 and I’m 5’11”.

Keeping it simple. Welcome to join",3634
1780420303216353442',"I’ve never had someone with a longer marriage shit on my marriage. 

I’ve never had a more jacked guy talk down on how I lift or what I eat. 

I’ve never had someone richer than me bash me for how I do things.

Hate comes from people who dont know you, below you.",5411
1780203294322803173',Better to be the person people know than the person who knows people.,3114
1780008369647968710',No one has ever gotten better at anything by feeling sorry for themselves.,3714
1779961701107933352',"You can absolutely have work-life balance.

Just don’t expect to be the best.",2758
1779908893671301456',"How to get back the 104 most productive days of the year back:

Work weekends.",1577
1779878662927536496',"The best content to consume to learn entrepreneurship is reality.

You’ll learn more from your first 100 cold calls than you will from reading every sales book in the world.",2315
1779834640280273146',"Everyone is under-slept, overworked, has too many responsibilities and too little time. 

It’s not about how many obstacles you’ve got, it’s about winning anyways.",3029
1779716330582614288',"Someone I loved once gave me a box full of darkness. It took me years to understand that this too, was a gift. 

- Mary Oliver",2051
1779652158356418940',"It’s not “remember where you came from.”

Or even “remember who got you here.”

But more so “remember who’s still with you.”",1413
1779615782126686518',"The difference between distraction and 
 opportunity is follow through.

If you don’t have the time to dive in, don’t dip your toe in the water.",1662
1779570400675963061',It’s better to have friends who expect you to grow than ones who accept you as you are.,3136
1779537651827159197',"Simple hack for getting more done:

Also work mornings, nights and weekends.",3489
1779484953736249604',"9-5 you work to feed your present. 
5-9 you work to feed your future.

Mon-Fri you work to feed your present.
Sat-Sun you risk to feed your future.

To get ahead, you gotta work like you’re coming up from behind.

Because you are.",9239
1779335604255535551',"The scoreboard of life only counts how many wins you have, not how many losses it took you to get there.",3066
1778960806941753524',"If you can’t seem to get ahead, try not taking weekends off.",4185
1778841159030505980',"With zero talent, you can still beat 99% of people by actually trying like your life depends on it.

Because it does.",5668
1778764383667266038',"Money loves speed. 

Wealth loves time. 

Poverty loves indecision.",10063
1778548629445149069',"If you’re too cheap for top dollar talent, you’ll pay the price of bottom dollar thinking.",1842
1778391935134396782',"No matter what anyone tells you, or how bad you want it, in entrepreneurship, you must pay the price before you get the prize.",2171
1778363521782497723',"How to ruin a day:

Watch the news as soon as you wake up.",3033
1778254322478031106',"Easiest way to double your prices:

Do the same job in half the time.",2138
1778214223220494641',"It’s not imposter syndrome. 
You’re just not good enough yet.",3849
1778065373218443516',Generational wealth is transferred through education not assets.,6449
1777875006476955922',"Making money can’t be the big goal.
And not because it’s wrong to want money, but because it makes prioritization impossible.

When money is the goal, a zillion things work.

But they don’t work together. 

So money has to be the by product of the larger goal - aka - the mission.",1385
1777800829774254395',"How to have a weak spouse:

Do everything for them.",1834
1777722435460346180',"30 isn’t the new 20. 

It’s an excuse to take ten years longer to accomplish the same thing.",4640
1777668160566497738',"People waste a lot more time from 5pm to 11pm than from 5am to 11am.

The benefit of the early rise is no one else does it. So there’s no one around to distract you from working on your goals.",3814
1777537182632157680',The easiest way to make more time for good friends is to get rid of bad friends.,2157
1777413649335759241',"The most important skill of an long term investor:

Figuring out what to do in the meantime.",2430
1777345714869170347',"“If you disappeared, would my life get better.”

A wonderful frame for removing people.",3027
1777322143044497899',"Champions don’t have something you’re missing, they’re missing something you have…an off switch.",2378
1777106625091801436',"No internationally recognized expert has to say “I’m an internationally recognized expert.”

You just know who they are.",1321
1777043715044913223',"How to avoid tons of problems in life:

Go to bed on time.",13838
1777013522456563985',"“Life happens on the way to your goals, not once you get there.”",3935
1777009403981664287',"What money helped me stop worrying about (in order):

1) Buying Groceries
2) Gas
3) Running the AC
4) Car payments
5) Getting Appetizers
6) Eating Out
7) House payments
9) Clothing
10) High end hotels
11) First Class flights
12) Health costs
13) Private flights

What’re yours?",3315
1776971683615932619',"If you solve rich people problems, you get to charge rich people prices.",5503
1776814736308670723',"The only people who think winning isn’t cool, are losers.

Winners win. 

Losers talk about winners.",3266
1776739207320322076',"Easy way to spot talent:

You can tell how good someone is at anything by the quantity and quality of the metrics they track.",1614
1776711525392175572',"When talking to an ideas person, never say no. 

Answer with what it would take.",1660
1776676288129839434',"When hiring, you either pay the price of talent or the price of stupidity.

And one costs far more than the other.",1465
1776642319808074100',"Privacy is the price of fame.

Loneliness is the price of ambition.

Pleasure is the price of discipline.

Novelty is the price of loyalty.

Discretion is the price of trust.

So many people want the benefits of these traits but cant afford the price.",6262
1776604868171518421',"Losing teaches you one thing:

To avoid losing.",3050
1776437019633418360',Feeling like you don’t belong is the price of ambition.,5503
1776301634760720703',"A good partner tells you what it would take to make your idea happen. 

A bad partner will tell you all the reasons it won’t work.

They’re your biggest asset or greatest weakness. Know which one you’ve got.",2320
1776216548128301410',"Every person who wants to do something in their life or has done something with their life is going through the exact chapter you’re going through right now…and it’s the lonely chapter.

It’s the chapter where you don’t fit in with your old friends but you don’t have the achievements yet to fit in with a new group of friends. 

And you’re doing all this stuff. 
The free tutorials online and reading everything you can to try and set up a whatever you’re working on.

And you’re going through it and thinking to yourself “is this even worth it?” Because you’re seeing no signs of success. 

But the sign of success is the hate you get along the way. 

And what you can’t do is bend the knee to their hate and try to fit back in and conform because it’s comfortable and it’s warm. 

It’s like the scene in the matrix when Trinity opens the door when Neo’s about to go take the red pill, he wants to get out of the car. And trinity says “You’ve been down there Neo. You know that road. And you know exactly where it ends. And I know that’s not where you wanna be.” Then he closes the door. 

Right now. This moment that you’re going through is Trinity opening the door and saying ‘you could go back. But then you’d remember exactly why you left.’

So you listen to the podcasts. You read the tweets. Watch the videos. Consume the content. 

Because you know - deep down - “I can do more than this.”

And you begin to see the person that you could be. And realize how far you need to go. 

But despite how far away it seems, you look back down the dead end road and know that’s not where you wanna be.

And so you keep going. realize there’s no turning back.",3982
1776065531780747272',"Once you become an entrepreneur, you have only two outcomes:

1) You eventually succeed.
2) You give up before you do.

That’s it.",5035
1775983654348746854',"No matter how much it hurts, you always make more than you pay for A players.",1771
1775852117950943232',Solve rich people’s problems. They pay better.,17794
1775658330804871267',"Things to never apologize for:

Telling the truth
Alone time
Taking a risk and failing
Saying what you want
Rest
Time with family
Taking time to prep
Your beliefs

If you did something wrong, own it. But never apologize because just someone demands it. Their problem. Not yours.",4646
1775652048366674059',Everyone wants the confidence but no one’s willing to do the work to get it.,2044
1775630502374031500',"If you’re working every weekday. 

And you’re working every weekend.

But your business isn’t growing.

You’re working on the wrong stuff.",2037
1775600457638986218',The difference between what you do and what you say is the difference between who you are and who you want people to think you are.,2461
1775537534405054576',"It takes only 20 hours of focused effort to get decent at anything. The problem is, people wait years before they start their first hour.",4832
1775482196469465368',Everyone wants to be exceptional until it comes time to do the work that exceptional people do to become exceptional.,3657
1775361732040626533',"Every entrepreneur I know is 18 months away from “turning the corner.”

It’s just that it’s always 18 months away.

Main reason: we can always see further than we can do. Vision always expands faster than reality.

Which means we’ll die having never reached it.

Such a hassle.",1160
1775317329506615597',"Epic stories are only epic because of the hardships the main character has to overcome. 

You cannot wish for both an epic story and an easy life because one is the price of the other.",2178
1775284619987800388',"The fastest growing businesses are the ones that make the most mistakes (and fix them). 

Fail fast. Grow fast.",2317
1775253167850033284',People punish the many who have never harmed them because they cannot punish the few who have.,1438
1775212901545959520',"The easiest way to gain respect is to hold yourself to a higher standard than anyone else does.

The easiest way to lose respect is to hold everyone else to that standard except yourself.",2661
1775177838192394572',"Entrepreneurship is a test of will not intellect. 

It’s about having the strongest stomach more than the biggest brain.",4459
1774942367193198845',The people you trust and the people who betray you are the same people separated only by time.,2075
1774904822203924848',"88% of millionaires are self made.

You make more money by studying what they do rather than complaining about how they had it easier than you.",3576
1774874741897048518',No one has ever been protected by having the truth withheld from them.,1461
1774841250858086625',Better to have friends who force you to grow than ones who accept you as you are.,4917
1774763690006401304',You’ll never hear someone with bigger goals than you telling you to slow down.,2614
1774504519956652414',You just need to be smart enough to not make the same mistake twice and be stubborn enough to not give up until you get it right.,3493
1774435275680223380',You don’t need a day off. You need to stop listening to weak people about how to become strong.,3453
1774433436926894208',You’re not making as much money as you want because you’re not as good as you think you are.,5990
1774401294532276717',I’ve never been told to “slow down” by people with bigger goals than me.,3221
1774222619614572617',"How to stay poor:

Follow advice from people behind you in life on how to get ahead.",2059
1774173549743280355',You don’t need a self care day. You need to stop acting like sacrificing for your goals is something you need a break from.,3207
1774134803647893581',"No political party will hurt your loved ones more than you’ve hurt them, lose you more money you’ve lost yourself, or waste more of your time than you’ve wasted of your own.

If you need someone to blame for hardships in your life, start with yourself.",1370
1774086728212435151',The best way to remember a quote is to do it so many times you don’t need to say it anymore because it’s become who you are.,1524
1774050716082176164',Next time someone tells you to slow down tell them think bigger.,3563
1773911865787293708',You don’t need more days off. You need to stop taking advice on how to win from people who never have.,2638
1773804800851034256',"Losers fear rejection. 
Winners fear mediocrity.",4415
1773731903041839254',"A sale always happens. 

Either you sell the other person on your solution or they sell you on their problem.

A good salesman believes in their product more than the prospect believes in their excuse.",1482
1773699099092517043',"If you’re an entrepreneur, after everyone else has done their job, whatever’s left is yours.",1240
1773672745873674664',"How to start a business in four steps:

1) Get LLC at legalzoom 
2) Take docs to bank to get bank account. 
3) Use docs + bank account to get a payment processor (stripe, etc)
4) Ask a stranger to give you money to do something for them.

Voila. You have a business.",2667
1773474210171785534',All progress starts with pain.,3871
1773466398334861809',"If you want to start a business, leave a question. 

If you already have one, leave advice.

I’ll go first with advice I needed earlier: 

“Don’t wait for what you wish, start with what you’ve got.”",2668
1773432886827614590',"How to become confident in any skill:

Do it so many times you get bored of doing it.",3651
1773353974168703392',"Worlds most tested presentation formula:

Say what you’re gonna say. 
Say it. 
Tell them what you told them.",1400
1773183352675143961',From someone who actually eats shit everyday with a smile.,299
1773133613963366631',"There comes a time in every business owners life where he switches from how much money can I make to how little can I do to make it?

I’ve often found I can accomplish both by asking the second question first. 

Then, scaling zero time in.",1289
1772807410002121123',"The best flexes aren’t flexes. 
They’re just reality.",2000
1772720872224068047',"Them: I’m a master of content marketing.

Also them: *17 followers*

Also them: Why aren’t people responding to my DMs to buy my services?

“Why should I listen to you?” is always the frame every message is consumed in.

If you don’t answer that, you won’t get further than that.",966
1772662205592584676',"Whenever you think someone had it easy, it’s usually a sign that you don’t know them that well.",3135
1772597610408554952',"It’s easier to be lazy than it is to fail. 

As soon as you actually try you realize how little you have to do to beat the people who do nothing.

There are far fewer people who’ve failed than people who were too lazy to try.",3397
1772390169586335873',"If you’re not sure whose advice to follow, start by following your own.",2333
1772356709224190322',"I sold gym memberships out of an apartment in a ghetto.

Everything since has been downhill.",1413
1772253634065293435',"If someone were to tell you they could teach you to play the violin in 8 weeks with one session a week and some videos in between. What do you think would happen? 

You would probably understand the absolute basics of the violin. 

Would you be good enough to play professionally? Probably not.

And if you wanted to become a master violinist, it would take three hours a day for 15 years.

Replace violin with whatever skill you’re trying to learn right now.",1770
1772073798344257783',This is my most brutally honest advice to my younger self.,2222
1772048138003706043',"They’ll never see how hard you work. 

But they will see how good you get.",4150
1771989152419975352',"The way to guarantee you’ll never be happy is to make it your goal.

You cannot both want and have something at the same time.",1295
1771940078740205660',You’ve already achieved goals you said would make you happy.,2960
1771900614718673162',"Life is both unfair and winnable at the same time.

Just because you start down doesn’t mean you have to stay down. 

You can be dealt a bad hand AND still win the game.

And the worse the hand, the better the win.",2149
1771702394578964808',"You’re nervous because you’re underprepared.

Hard to be nervous when you’ve actually done the same thing the same way 100 times in a row.

Action alleviates anxiety.",5462
1771658080092033396',We only seek the approval of those whose opinions we value over our own.,1781
1771586620724043996',"No matter what the scoreboard says, you always win when you leave it all on the field.

When you finish with nothing left to give.",1853
1771137322341253452',"Your first time always hurts the most.

Your first heart break. 

Your first 1-star review.

Your first firing. 

Your first rejection.

Your first failed product.

You just gotta make sure that first time…doesn’t stop you from having a next time…and become your last time.",3057
1771022666084024511',"I lost $10k on my way to my first $100k.

I lost $100k on my way to my first $1M.

I lost $1M on my way to my first $10M.

I lost $10M on my way to my first $100M.

The bigger your goals, the more expensive the lessons.

It’s not a loss, it’s the price of tuition.",6334
1770971742783381670',The work that matters most is the work that no one sees.,3574
